news_id,category,category_group,x,y
N40078,tv,other,26.969547271728516,0.7433708310127258
N1032,sports,sports,33.49772644042969,4.235469341278076
N37129,finance,finance,27.97883415222168,-3.98703670501709
N44720,news,news,28.516742706298828,-1.7759565114974976
N34169,lifestyle,lifestyle,28.711095809936523,-2.2356910705566406
N64593,health,health,27.96430778503418,-3.9779038429260254
N61681,lifestyle,lifestyle,28.790071487426758,-2.8158152103424072
N60798,foodanddrink,foodanddrink,26.002643585205078,-0.5802692174911499
N27394,autos,autos,27.966707229614258,-3.9651756286621094
N35774,foodanddrink,foodanddrink,26.930038452148438,0.6247871518135071
N7951,news,news,28.65567970275879,-2.0837955474853516
N58332,entertainment,other,27.99384307861328,-3.8450725078582764
N44133,foodanddrink,foodanddrink,27.984493255615234,-3.69142484664917
N56461,finance,finance,28.305694580078125,-2.719616651535034
N46688,health,health,28.782947540283203,-2.0953121185302734
N25604,sports,sports,27.9592227935791,-3.0455210208892822
N59271,weather,weather,28.660259246826172,-2.009936809539795
N33458,news,news,30.616962432861328,-3.686497926712036
N61084,lifestyle,lifestyle,26.782495498657227,-0.5929228067398071
N7403,news,news,27.303730010986328,-0.8890282511711121
N12188,news,news,32.71302032470703,3.6673848628997803
N61483,lifestyle,lifestyle,29.351869583129883,-2.1286115646362305
N58730,foodanddrink,foodanddrink,26.287755966186523,-0.5046355128288269
N44573,news,news,29.289430618286133,-3.8351218700408936
N43677,music,other,26.798473358154297,-0.401390939950943
N32180,news,news,29.17635154724121,-2.4133949279785156
N24959,video,video,27.24452781677246,-1.27881920337677
N46858,travel,travel,27.137062072753906,-0.566275954246521
N33853,sports,sports,24.297300338745117,0.5266770720481873
N7234,lifestyle,lifestyle,24.467912673950195,0.8300355672836304
N31444,health,health,29.481075286865234,-3.2150063514709473
N15424,health,health,29.50229835510254,-2.9177730083465576
N62758,autos,autos,26.873762130737305,0.48736321926116943
N48194,sports,sports,29.55552101135254,-2.8374922275543213
N35527,sports,sports,13.320932388305664,-0.188642680644989
N31430,news,news,26.88698959350586,0.12701229751110077
N122,finance,finance,31.105945587158203,5.168911933898926
N51409,autos,autos,27.087718963623047,-0.795383632183075
N9432,weather,weather,26.885591506958008,-1.1737359762191772
N28392,news,news,13.703032493591309,-0.20933087170124054
N41764,tv,other,14.008220672607422,-0.21744847297668457
N7829,news,news,29.429956436157227,-3.2605044841766357
N33277,sports,sports,13.047982215881348,-0.20811860263347626
N5717,finance,finance,30.455224990844727,-3.894733428955078
N10868,lifestyle,lifestyle,31.531002044677734,2.680210590362549
N15913,lifestyle,lifestyle,25.383638381958008,0.9262995719909668
N41526,lifestyle,lifestyle,29.807373046875,-4.497934341430664
N2968,lifestyle,lifestyle,25.43844985961914,0.7175303101539612
N1816,travel,travel,26.415971755981445,-0.45218560099601746
N3527,sports,sports,25.60760498046875,0.4185447692871094
N35778,travel,travel,29.58006477355957,-4.327825546264648
N38956,sports,sports,24.035812377929688,0.22932429611682892
N22652,sports,sports,24.589296340942383,1.3288938999176025
N10530,foodanddrink,foodanddrink,30.886137008666992,3.5237696170806885
N62176,sports,sports,24.60537338256836,1.3338366746902466
N17119,foodanddrink,foodanddrink,29.946029663085938,-4.367674827575684
N15212,sports,sports,30.145586013793945,-3.8107898235321045
N37822,news,news,24.90850067138672,-4.328769207000732
N2087,music,other,23.754487991333008,-0.23163263499736786
N24966,sports,sports,11.93523120880127,-0.6326352953910828
N48433,news,news,29.266971588134766,-8.20166015625
