news_id,category,category_group,x,y
N40078,tv,other,11.327425003051758,-3.4040777683258057
N1032,sports,sports,22.903629302978516,-29.812211990356445
N37129,finance,finance,11.935171127319336,16.958805084228516
N44720,news,news,-45.83130645751953,22.965641021728516
N34169,lifestyle,lifestyle,17.796451568603516,12.271622657775879
N64593,health,health,-3.8004331588745117,-28.8968448638916
N61681,lifestyle,lifestyle,-2.189617395401001,-30.83909797668457
N60798,foodanddrink,foodanddrink,-4.297012805938721,-38.50054931640625
N27394,autos,autos,16.265064239501953,-36.74660873413086
N35774,foodanddrink,foodanddrink,-5.522995948791504,-33.408573150634766
N7951,news,news,-49.434173583984375,15.387202262878418
N58332,entertainment,other,1.0155664682388306,-31.882692337036133
N44133,foodanddrink,foodanddrink,-21.11252212524414,-37.875423431396484
N56461,finance,finance,-4.409554481506348,35.621971130371094
N46688,health,health,-5.89985990524292,-34.01227951049805
N25604,sports,sports,41.41599655151367,3.3833258152008057
N59271,weather,weather,-49.20808792114258,-0.9391443133354187
N33458,news,news,-8.371712684631348,39.47694778442383
N61084,lifestyle,lifestyle,-33.71446990966797,-27.3354434967041
N7403,news,news,-41.853424072265625,16.58646011352539
N12188,news,news,-15.509678840637207,6.541962146759033
N61483,lifestyle,lifestyle,5.13632869720459,-24.056089401245117
N58730,foodanddrink,foodanddrink,-15.548243522644043,-37.9973030090332
N44573,news,news,-28.678186416625977,-9.184725761413574
N43677,music,other,10.440732955932617,12.075833320617676
N32180,news,news,-31.523649215698242,22.591602325439453
N24959,video,video,-10.229723930358887,-20.044952392578125
N46858,travel,travel,-8.248830795288086,-22.276865005493164
N33853,sports,sports,62.225685119628906,17.459739685058594
N7234,lifestyle,lifestyle,-2.915405511856079,-23.40065574645996
N31444,health,health,-4.2863945960998535,4.037632942199707
N15424,health,health,0.07915741205215454,-25.443769454956055
N62758,autos,autos,15.2189302444458,-38.83767318725586
N48194,sports,sports,49.867408752441406,-13.149707794189453
N35527,sports,sports,47.333168029785156,-21.57740020751953
N31430,news,news,-43.29216384887695,-19.773700714111328
N122,finance,finance,-2.291022300720215,10.437163352966309
N51409,autos,autos,14.463274955749512,-40.64400100708008
N9432,weather,weather,-50.80940628051758,-29.676490783691406
N28392,news,news,-26.075712203979492,-18.42534065246582
N41764,tv,other,7.695159912109375,11.793404579162598
N7829,news,news,-16.85822105407715,40.83480453491211
N33277,sports,sports,58.517059326171875,4.936112403869629
N5717,finance,finance,-1.3918784856796265,-17.16461944580078
N10868,lifestyle,lifestyle,-33.29395294189453,-27.988466262817383
N15913,lifestyle,lifestyle,-2.8440732955932617,-34.972049713134766
N41526,lifestyle,lifestyle,-1.0403581857681274,-32.425987243652344
N2968,lifestyle,lifestyle,-17.53139877319336,-21.984779357910156
N1816,travel,travel,-7.384941577911377,-22.495594024658203
N3527,sports,sports,25.153776168823242,-27.59357452392578
N35778,travel,travel,-12.058967590332031,-22.423885345458984
N38956,sports,sports,56.678855895996094,-10.959676742553711
N22652,sports,sports,61.368011474609375,19.297401428222656
N10530,foodanddrink,foodanddrink,8.132025718688965,-22.040395736694336
N62176,sports,sports,52.111385345458984,-20.792631149291992
N17119,foodanddrink,foodanddrink,-2.867014169692993,-31.907941818237305
N15212,sports,sports,49.70457458496094,-21.718929290771484
N37822,news,news,-18.72613525390625,46.028865814208984
N2087,music,other,2.009753704071045,7.788213729858398
N24966,sports,sports,39.07447052001953,3.1660804748535156
N48433,news,news,-7.289256572723389,40.75736999511719
N57812,news,news,-15.512039184570312,-18.12632942199707
N28964,sports,sports,27.473087310791016,-3.912614107131958
N2867,foodanddrink,foodanddrink,-4.205794811248779,-36.66614532470703
N10670,news,news,-31.080307006835938,23.756214141845703
N37890,weather,weather,-51.46451187133789,-24.414321899414062
N12435,sports,sports,-7.173771381378174,9.442683219909668
N560,movies,other,7.94484806060791,-8.038260459899902
N26502,tv,other,11.598088264465332,-3.81195068359375
N7201,tv,other,14.196654319763184,4.665947437286377
N18905,foodanddrink,foodanddrink,-16.114736557006836,-40.276859283447266
N7359,tv,other,11.65354061126709,-4.000412464141846
N42288,news,news,-3.0838096141815186,13.519383430480957
N41490,foodanddrink,foodanddrink,8.681180953979492,-3.6555657386779785
N42432,foodanddrink,foodanddrink,-22.386457443237305,-43.9290885925293
N15811,lifestyle,lifestyle,17.037277221679688,11.362775802612305
N22495,finance,finance,-9.725020408630371,-7.985766410827637
N62850,news,news,-20.098770141601562,43.7194938659668
N49121,health,health,-7.174050331115723,4.249200344085693
N60077,news,news,-21.155254364013672,42.01700973510742
N17782,sports,sports,64.37992095947266,-15.402198791503906
N16475,news,news,-43.159793853759766,1.3602566719055176
N22974,sports,sports,22.747201919555664,-4.965488433837891
N62442,sports,sports,26.93035125732422,-20.580514907836914
N18082,foodanddrink,foodanddrink,-8.660872459411621,-40.080894470214844
N32209,health,health,6.950064659118652,11.729726791381836
N51658,weather,weather,-55.38532638549805,-25.119279861450195
N22048,foodanddrink,foodanddrink,-7.034399032592773,-36.480262756347656
N7582,video,video,41.84815216064453,7.685147285461426
N8608,video,video,-4.23298454284668,2.1887929439544678
N4607,autos,autos,-54.04233932495117,14.370888710021973
N23115,news,news,-41.480194091796875,21.430435180664062
N42370,news,news,-34.42638397216797,14.044212341308594
